paper_id,title,abstract,year,authors,source_db,source_url,query
openalex:W1663984431,Advances in natural language processing,"Natural language processing employs computational techniques for the purpose of learning, understanding, and producing human language content. Early computational approaches to language research focused on automating the analysis of the linguistic structure of language and developing basic technologies such as machine translation, speech recognition, and speech synthesis. Today's researchers refine and make use of such tools in real-world applications, creating spoken dialogue systems and speech-to-speech translation engines, mining social media for information about health or finance, and identifying sentiment and emotion toward products and services. We describe successes and challenges in this rapidly advancing area.",2015,Julia Hirschberg;Christopher D. Manning,OpenAlex,https://openalex.org/W1663984431,natural language processing
openalex:W2884001105,Recent Trends in Deep Learning Based Natural Language Processing [Review Article],"Deep learning methods employ multiple processing layers to learn hierarchical representations of data, and have produced state-of-the-art results in many domains. Recently, a variety of model designs and methods have blossomed in the context of natural language processing (NLP). In this paper, we review significant deep learning related models and methods that have been employed for numerous NLP tasks and provide a walk-through of their evolution. We also summarize, compare and contrast the various models and put forward a detailed understanding of the past, present and future of deep learning in NLP.",2018,Tom Young;Devamanyu Hazarika;Soujanya Poria;Erik Cambria,OpenAlex,https://openalex.org/W2884001105,natural language processing
openalex:W2169818249,Natural language processing: an introduction,"We describe the historical evolution of NLP, and summarize common NLP sub-problems in this extensive field. We then provide a synopsis of selected highlights of medical NLP efforts. After providing a brief description of common machine-learning approaches that are being used for diverse NLP sub-problems, we discuss how modern NLP architectures are designed, with a summary of the Apache Foundation's Unstructured Information Management Architecture. We finally consider possible future directions for NLP, and reflect on the possible impact of IBM Watson on the medical field.",2011,Prakash M. Nadkarni;Lucila Ohno‐Machado;Wendy W. Chapman,OpenAlex,https://openalex.org/W2169818249,natural language processing
openalex:W2930957955,Proceedings of the Conference on Empirical Methods in Natural Language Processing - EMNLP '08,"Welcome to the 2008 Conference on Empirical Methods in Natural Language Processing! The conference is organized under the auspices of SIGDAT, the ACL Special Interest Group for linguistic data and corpus-based approaches to natural language processing. It is co-located this year with AMTA 2008 and the International Workshop on Spoken Language Translation, in Honolulu, Hawaii. EMNLP received 385 submissions. We were able to accept 116 papers in total (an acceptance rate of 30%). 81 of the papers (21%) were accepted for oral presentation, and 35 (9%) for poster presentation. Two poster papers were subsequently withdrawn after acceptance. The papers were selected by a program committee of 15 area chairs, from Asia, Europe, and North America, assisted by a panel of 339 reviewers. This year EMNLP introduced an author response period. Authors were able to read and respond to the reviews of their paper before the program committee made a final decision. They were asked to correct factual errors in the reviews and answer questions raised in the reviewer comments. The intention was to help produce more accurate reviews. In some cases, reviewers changed their scores in view of the authors' response and the area chairs read all responses carefully prior to making recommendations for acceptance.",2008,,OpenAlex,https://openalex.org/W2930957955,natural language processing
openalex:W3046375318,Domain-Specific Language Model Pretraining for Biomedical Natural Language Processing,"Pretraining large neural language models, such as BERT, has led to impressive gains on many natural language processing (NLP) tasks. However, most pretraining efforts focus on general domain corpora, such as newswire and Web. A prevailing assumption is that even domain-specific pretraining can benefit by starting from general-domain language models. In this article, we challenge this assumption by showing that for domains with abundant unlabeled text, such as biomedicine, pretraining language models from scratch results in substantial gains over continual pretraining of general-domain language models. To facilitate this investigation, we compile a comprehensive biomedical NLP benchmark from publicly available datasets. Our experiments show that domain-specific pretraining serves as a solid foundation for a wide range of biomedical NLP tasks, leading to new state-of-the-art results across the board. Further, in conducting a thorough evaluation of modeling choices, both for pretraining and task-specific fine-tuning, we discover that some common practices are unnecessary with BERT models, such as using complex tagging schemes in named entity recognition. To help accelerate research in biomedical NLP, we have released our state-of-the-art pretrained and task-specific models for the community, and created a leaderboard featuring our BLURB benchmark (short for Biomedical Language Understanding &amp; Reasoning Benchmark) at https://aka.ms/BLURB .",2021,裕二 池谷;Robert Tinn;Hao Cheng;Michael Lucas;Naoto Usuyama;Xiaodong Liu;Tristan Naumann;Jianfeng Gao;Hoifung Poon,OpenAlex,https://openalex.org/W3046375318,natural language processing
openalex:W1410460,Handbook of Natural Language Processing,"The Handbook of Natural Language Processing, Second Edition presents practical tools and techniques for implementing natural language processing in computer systems. Along with removing outdated material, this edition updates every chapter and expands the content to include emerging areas, such as sentiment analysis.New to the Second EditionGreater",2010,Nitin Indurkhya;Fred J. Damerau,OpenAlex,https://openalex.org/W1410460,natural language processing
openalex:W4205807230,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,"EMNLP 2021 is one of the first hybrid conferences in the field of natural language processing.It is also for us, the organizing team, uncharted domain.Organizing a hybrid conference has felt like organizing two conferences, a virtual one and an in-person one, which seamlessly must work together and with a kind of multi-task objective make the conference experience synergistic and successful both remotely and in person.With this challenge come opportunities.The hybrid format allows remote participation in a conference that is held onsite in Punta Cana, The Dominican Republic, and allows creating a real conference feeling for those who do not want to travel the many miles from the other side of the world and increase their carbon footprint, and for those who have budget restrictions for traveling.We welcome you all!As in previous years, the purpose of the General Chair's preface is to express thanks to the amazing team of organizing chairs whose heroic efforts made this hybrid conference possible.The organizing team includes:• The Programme Chairs -Xuanjing Huang, Lucia Specia and Scott Yih -who did a tremendous job to manage the reviewing process and set up an outstanding scientific program.• The Senior Area Chairs, Area Chairs and Reviewers whose expertise enabled authors to learn from their reviews and to deliver papers that improved on their original submissions.• The Demonstration Chairs -Heike Adel and Shuming Shi -who selected outstanding demonstrations",2021,,OpenAlex,https://openalex.org/W4205807230,natural language processing
openalex:W3037109418,Stanza: A Python Natural Language Processing Toolkit for Many Human Languages,"We introduce Sta n z a , an open-source Python natural language processing toolkit supporting 66 human languages. Compared to existing widely used toolkits, Sta n z a features a language-agnostic fully neural pipeline for text analysis, including tokenization, multiword token expansion, lemmatization, part-ofspeech and morphological feature tagging, dependency parsing, and named entity recognition. We have trained Sta n z a on a total of 112 datasets, including the Universal Dependencies treebanks and other multilingual corpora, and show that the same neural architecture generalizes well and achieves competitive performance on all languages tested. Additionally, Sta n z a includes a native Python interface to the widely used Java Stanford CoreNLP software, which further extends its functionality to cover other tasks such as coreference resolution and relation extraction. Source code, documentation, and pretrained models for 66 languages are available at https:// stanfordnlp.github.io/stanza/.",2020,Peng Qi;Yuhao Zhang;Yuhui Zhang;Jason Bolton;Christopher D. Manning,OpenAlex,https://openalex.org/W3037109418,natural language processing
openalex:W2742947407,Recent Trends in Deep Learning Based Natural Language Processing,"Deep learning methods employ multiple processing layers to learn hierarchical representations of data and have produced state-of-the-art results in many domains. Recently, a variety of model designs and methods have blossomed in the context of natural language processing (NLP). In this paper, we review significant deep learning related models and methods that have been employed for numerous NLP tasks and provide a walk-through of their evolution. We also summarize, compare and contrast the various models and put forward a detailed understanding of the past, present and future of deep learning in NLP.",2017,Tom Young;Devamanyu Hazarika;Soujanya Poria;Erik Cambria,OpenAlex,https://openalex.org/W2742947407,natural language processing
openalex:W1516184288,Proceedings of the 2013 Conference on Empirical Methods in Natural Language Processing,"Welcome to EMNLP 2010, Conference on Empirical Methods in Natural Language Processing! The conference is organized by SIGDAT, the Association for Computational Linguistics' special interest group on linguistic data and corpus-based approaches to NLP, and is held this year as a stand-alone conference at the MIT Stata Center, Massachusetts, USA on October 9-11. EMNLP 2010 received 500 submissions, a new record for the conference. The program committee was able to accept 125 papers in total (an acceptance rate of 25%). Among them, 70 of the papers (14%) were accepted for oral presentations, and 55 (11%) for poster presentations. The PC, which consists of 18 area chairs and 460 PC members from Asia, Europe, and North America, worked together to create a strong program with high quality oral and poster presentations and enlightening invited talks.",2013,,OpenAlex,https://openalex.org/W1516184288,natural language processing
openalex:W2117400858,Transformation-based error-driven learning and natural language processing: a case study in part-of-speech tagging,"Recently, there has been a rebirth of empiricism in the eld of natural language processing. Manual encoding of linguistic information is being challenged by automated corpus-based learning as a method ofproviding a natural language processing system with linguistic knowledge. Although corpus-based approaches have been successful in many different areas of natural language processing, it is often the case that these methods capture the linguistic information they are modelling indirectly in large opaque tables of statistics. This can make it di cult to analyze, understand and improve the ability of these approaches to model underlying linguistic behavior. In this paper, we will describe a simple rule-based approach to automated learning of linguistic knowledge. This approach has been shown for a number of tasks to capture information in a clearer and more direct fashion without a compromise in performance. We present a detailed case study of this learning method applied topart of speech tagging. 1.",1995,Eric Brill,OpenAlex,https://openalex.org/W2117400858,natural language processing
openalex:W2740168486,A Survey on Hate Speech Detection using Natural Language Processing,"This paper presents a survey on hate speech detection.Given the steadily growing body of social media content, the amount of online hate speech is also increasing.Due to the massive scale of the web, methods that automatically detect hate speech are required.Our survey describes key areas that have been explored to automatically recognize these types of utterances using natural language processing.We also discuss limits of those approaches.",2017,Anna Grau Schmidt;Michael Wiegand,OpenAlex,https://openalex.org/W2740168486,natural language processing
openalex:W2031213082,Natural language processing,conducted domain-specific NLP studies,2003,Gobinda Chowdhury,OpenAlex,https://openalex.org/W2031213082,natural language processing
openalex:W2587019100,Comparative Study of CNN and RNN for Natural Language Processing,"Deep neural networks (DNN) have revolutionized the field of natural language processing (NLP). Convolutional neural network (CNN) and recurrent neural network (RNN), the two main types of DNN architectures, are widely explored to handle various NLP tasks. CNN is supposed to be good at extracting position-invariant features and RNN at modeling units in sequence. The state of the art on many NLP tasks often switches due to the battle between CNNs and RNNs. This work is the first systematic comparison of CNN and RNN on a wide range of representative NLP tasks, aiming to give basic guidance for DNN selection.",2017,Wenpeng Yin;Katharina Kann;Mo Yu;Hinrich Schütze,OpenAlex,https://openalex.org/W2587019100,natural language processing
openalex:W2489487449,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),"Welcome to EMNLP 2020!Due to the unprecedented situation with the Covid-19 pandemic, EMNLP 2020 will be held completely online this year.We decided to move EMNLP to a virtual format early on, when the pandemic just started, and postponed the paper submission deadlines by three weeks such that authors affected by the pandemic could have more time for their paper submissions.This resulted in a much tighter schedule for paper review and decisions, as well as publications, workshop programs, virtual infrastructure, etc.However, thanks to everyone's hard work, we made it.We received a record number of 3,677 submissions.This is a significant increase of 26% over EMNLP 2019, making it the largest NLP conference to date in terms of paper submissions.After removing withdrawals and desk rejecting papers which violated our formatting requirements, the anonymity policy, or double submission policy, 3,359 submissions were sent out for review.Despite the sharp increase in submissions, we kept the acceptance rates at a similar level as past years.",2020,,OpenAlex,https://openalex.org/W2489487449,natural language processing
openalex:W3031696893,Attention in Natural Language Processing,"Attention is an increasingly popular mechanism used in a wide range of neural architectures. The mechanism itself has been realized in a variety of formats. However, because of the fast-paced advances in this domain, a systematic overview of attention is still missing. In this article, we define a unified model for attention architectures in natural language processing, with a focus on those designed to work with vector representations of the textual data. We propose a taxonomy of attention models according to four dimensions: the representation of the input, the compatibility function, the distribution function, and the multiplicity of the input and/or output. We present the examples of how prior information can be exploited in attention models and discuss ongoing research efforts and open challenges in the area, providing the first extensive categorization of the vast body of literature in this exciting domain.",2020,Andrea Galassi;Marco Lippi;Paolo Torroni,OpenAlex,https://openalex.org/W3031696893,natural language processing
openalex:W2028140375,Jumping NLP Curves: A Review of Natural Language Processing Research [Review Article],"Natural language processing (NLP) is a theory-motivated range of computational techniques for the automatic analysis and representation of human language. NLP research has evolved from the era of punch cards and batch processing (in which the analysis of a sentence could take up to 7 minutes) to the era of Google and the likes of it (in which millions of webpages can be processed in less than a second). This review paper draws on recent developments in NLP research to look at the past, present, and future of NLP technology in a new light. Borrowing the paradigm of `jumping curves' from the field of business management and marketing prediction, this survey article reinterprets the evolution of NLP research as the intersection of three overlapping curves-namely Syntactics, Semantics, and Pragmatics Curveswhich will eventually lead NLP research to evolve into natural language understanding.",2014,Erik Cambria;Bebo White,OpenAlex,https://openalex.org/W2028140375,natural language processing
openalex:W4382246105,Recent Advances in Natural Language Processing via Large Pre-trained Language Models: A Survey,"Large, pre-trained language models (PLMs) such as BERT and GPT have drastically changed the Natural Language Processing (NLP) field. For numerous NLP tasks, approaches leveraging PLMs have achieved state-of-the-art performance. The key idea is to learn a generic, latent representation of language from a generic task once, then share it across disparate NLP tasks. Language modeling serves as the generic task, one with abundant self-supervised text available for extensive training. This article presents the key fundamental concepts of PLM architectures and a comprehensive view of the shift to PLM-driven NLP techniques. It surveys work applying the pre-training then fine-tuning, prompting, and text generation approaches. In addition, it discusses PLM limitations and suggested directions for future research.",2023,Bonan Min;Hayley Ross;Elior Sulem;Amir Pouran Ben Veyseh;Thien Huu Nguyen;Oscar Sainz;Eneko Agirre;Ilana Heintz;Dan Roth,OpenAlex,https://openalex.org/W4382246105,natural language processing
arxiv:2603.12266v1,MM-CondChain: A Programmatically Verified Benchmark for Visually Grounded Deep Compositional Reasoning,"Multimodal Large Language Models (MLLMs) are increasingly used to carry out visual workflows such as navigating GUIs, where the next step depends on verified visual compositional conditions (e.g., ""if a permission dialog appears and the color of the interface is green, click Allow"") and the process may branch or terminate early. Yet this capability remains under-evaluated: existing benchmarks focus on shallow-compositions or independent-constraints rather than deeply chained compositional conditionals. In this paper, we introduce MM-CondChain, a benchmark for visually grounded deep compositional reasoning. Each benchmark instance is organized as a multi-layer reasoning chain, where every layer contains a non-trivial compositional condition grounded in visual evidence and built from multiple objects, attributes, or relations. To answer correctly, an MLLM must perceive the image in detail, reason over multiple visual elements at each step, and follow the resulting execution path to the final outcome. To scalably construct such workflow-style data, we propose an agentic synthesis pipeline: a Planner orchestrates layer-by-layer generation of compositional conditions, while a Verifiable Programmatic Intermediate Representation (VPIR) ensures each layer's condition is mechanically verifiable. A Composer then assembles these verified layers into complete instructions. Using this pipeline, we construct benchmarks across three visual domains: natural images, data charts, and GUI trajectories. Experiments on a range of MLLMs show that even the strongest model attains only 53.33 Path F1, with sharp drops on hard negatives and as depth or predicate complexity grows, confirming that deep compositional reasoning remains a fundamental challenge.",2026,Haozhan Shen;Shilin Yan;Hongwei Xue;Shuaiqi Lu;Xiaojun Tang;Guannan Zhang;Tiancheng Zhao;Jianwei Yin,arXiv,http://arxiv.org/abs/2603.12266v1,natural language processing
arxiv:2603.12265v1,"OmniStream: Mastering Perception, Reconstruction and Action in Continuous Streams","Modern visual agents require representations that are general, causal, and physically structured to operate in real-time streaming environments. However, current vision foundation models remain fragmented, specializing narrowly in image semantic perception, offline temporal modeling, or spatial geometry. This paper introduces OmniStream, a unified streaming visual backbone that effectively perceives, reconstructs, and acts from diverse visual inputs. By incorporating causal spatiotemporal attention and 3D rotary positional embeddings (3D-RoPE), our model supports efficient, frame-by-frame online processing of video streams via a persistent KV-cache. We pre-train OmniStream using a synergistic multi-task framework coupling static and temporal representation learning, streaming geometric reconstruction, and vision-language alignment on 29 datasets. Extensive evaluations show that, even with a strictly frozen backbone, OmniStream achieves consistently competitive performance with specialized experts across image and video probing, streaming geometric reconstruction, complex video and spatial reasoning, as well as robotic manipulation (unseen at training). Rather than pursuing benchmark-specific dominance, our work demonstrates the viability of training a single, versatile vision backbone that generalizes across semantic, spatial, and temporal reasoning, i.e., a more meaningful step toward general-purpose visual understanding for interactive and embodied agents.",2026,Yibin Yan;Jilan Xu;Shangzhe Di;Haoning Wu;Weidi Xie,arXiv,http://arxiv.org/abs/2603.12265v1,natural language processing
arxiv:2603.12264v1,GRADE: Benchmarking Discipline-Informed Reasoning in Image Editing,"Unified multimodal models target joint understanding, reasoning, and generation, but current image editing benchmarks are largely confined to natural images and shallow commonsense reasoning, offering limited assessment of this capability under structured, domain-specific constraints. In this work, we introduce GRADE, the first benchmark to assess discipline-informed knowledge and reasoning in image editing. GRADE comprises 520 carefully curated samples across 10 academic domains, spanning from natural science to social science. To support rigorous evaluation, we propose a multi-dimensional evaluation protocol that jointly assesses Discipline Reasoning, Visual Consistency, and Logical Readability. Extensive experiments on 20 state-of-the-art open-source and closed-source models reveal substantial limitations in current models under implicit, knowledge-intensive editing settings, leading to large performance gaps. Beyond quantitative scores, we conduct rigorous analyses and ablations to expose model shortcomings and identify the constraints within disciplinary editing. Together, GRADE pinpoints key directions for the future development of unified multimodal models, advancing the research on discipline-informed image editing and reasoning. Our benchmark and evaluation code are publicly released.",2026,Mingxin Liu;Ziqian Fan;Zhaokai Wang;Leyao Gu;Zirun Zhu;Yiguo He;Yuchen Yang;Changyao Tian;Xiangyu Zhao;Ning Liao;Shaofeng Zhang;Qibing Ren;Zhihang Zhong;Xuanhe Zhou;Junchi Yan;Xue Yang,arXiv,http://arxiv.org/abs/2603.12264v1,natural language processing
arxiv:2603.12263v1,$Ψ_0$: An Open Foundation Model Towards Universal Humanoid Loco-Manipulation,"We introduce $Ψ_0$ (Psi-Zero), an open foundation model to address challenging humanoid loco-manipulation tasks. While existing approaches often attempt to address this fundamental problem by co-training on large and diverse human and humanoid data, we argue that this strategy is suboptimal due to the fundamental kinematic and motion disparities between humans and humanoid robots. Therefore, data efficiency and model performance remain unsatisfactory despite the considerable data volume. To address this challenge, \ours\;decouples the learning process to maximize the utility of heterogeneous data sources. Specifically, we propose a staged training paradigm with different learning objectives: First, we autoregressively pre-train a VLM backbone on large-scale egocentric human videos to acquire generalizable visual-action representations. Then, we post-train a flow-based action expert on high-quality humanoid robot data to learn precise robot joint control. Our research further identifies a critical yet often overlooked data recipe: in contrast to approaches that scale with noisy Internet clips or heterogeneous cross-embodiment robot datasets, we demonstrate that pre-training on high-quality egocentric human manipulation data followed by post-training on domain-specific real-world humanoid trajectories yields superior performance. Extensive real-world experiments demonstrate that \ours\ achieves the best performance using only about 800 hours of human video data and 30 hours of real-world robot data, outperforming baselines pre-trained on more than 10$\times$ as much data by over 40\% in overall success rate across multiple tasks. We will open-source the entire ecosystem to the community, including a data processing and training pipeline, a humanoid foundation model, and a real-time action inference engine.",2026,Songlin Wei;Hongyi Jing;Boqian Li;Zhenyu Zhao;Jiageng Mao;Zhenhao Ni;Sicheng He;Jie Liu;Xiawei Liu;Kaidi Kang;Sheng Zang;Weiduo Yuan;Marco Pavone;Di Huang;Yue Wang,arXiv,http://arxiv.org/abs/2603.12263v1,natural language processing
arxiv:2603.12262v1,Video Streaming Thinking: VideoLLMs Can Watch and Think Simultaneously,"Online Video Large Language Models (VideoLLMs) play a critical role in supporting responsive, real-time interaction. Existing methods focus on streaming perception, lacking a synchronized logical reasoning stream. However, directly applying test-time scaling methods incurs unacceptable response latency. To address this trade-off, we propose Video Streaming Thinking (VST), a novel paradigm for streaming video understanding. It supports a thinking while watching mechanism, which activates reasoning over incoming video clips during streaming. This design improves timely comprehension and coherent cognition while preserving real-time responsiveness by amortizing LLM reasoning latency over video playback. Furthermore, we introduce a comprehensive post-training pipeline that integrates VST-SFT, which structurally adapts the offline VideoLLM to causal streaming reasoning, and VST-RL, which provides end-to-end improvement through self-exploration in a multi-turn video interaction environment. Additionally, we devise an automated training-data synthesis pipeline that uses video knowledge graphs to generate high-quality streaming QA pairs, with an entity-relation grounded streaming Chain-of-Thought to enforce multi-evidence reasoning and sustained attention to the video stream. Extensive evaluations show that VST-7B performs strongly on online benchmarks, e.g. 79.5% on StreamingBench and 59.3% on OVO-Bench. Meanwhile, VST remains competitive on offline long-form or reasoning benchmarks. Compared with Video-R1, VST responds 15.7 times faster and achieves +5.4% improvement on VideoHolmes, demonstrating higher efficiency and strong generalization across diverse video understanding tasks. Code, data, and models will be released at https://github.com/1ranGuan/VST.",2026,Yiran Guan;Liang Yin;Dingkang Liang;Jianzhong Ju;Zhenbo Luo;Jian Luan;Yuliang Liu;Xiang Bai,arXiv,http://arxiv.org/abs/2603.12262v1,natural language processing
arxiv:2603.12260v1,HumDex:Humanoid Dexterous Manipulation Made Easy,"This paper investigates humanoid whole-body dexterous manipulation, where the efficient collection of high-quality demonstration data remains a central bottleneck. Existing teleoperation systems often suffer from limited portability, occlusion, or insufficient precision, which hinders their applicability to complex whole-body tasks. To address these challenges, we introduce HumDex, a portable teleoperation system designed for humanoid whole-body dexterous manipulation. Our system leverages IMU-based motion tracking to address the portability-precision trade-off, enabling accurate full-body tracking while remaining easy to deploy. For dexterous hand control, we further introduce a learning-based retargeting method that generates smooth and natural hand motions without manual parameter tuning. Beyond teleoperation, HumDex enables efficient collection of human motion data. Building on this capability, we propose a two-stage imitation learning framework that first pre-trains on diverse human motion data to learn generalizable priors, and then fine-tunes on robot data to bridge the embodiment gap for precise execution. We demonstrate that this approach significantly improves generalization to new configurations, objects, and backgrounds with minimal data acquisition costs. The entire system is fully reproducible and open-sourced at https://github.com/physical-superintelligence-lab/HumDex.",2026,Liang Heng;Yihe Tang;Jiajun Xu;Henghui Bao;Di Huang;Yue Wang,arXiv,http://arxiv.org/abs/2603.12260v1,natural language processing
